,code,signal_id,phase,target,label
365,bh bg bd be bc be bg bf bc bb bc bg bh bc bc bf be bd be bd be bd bc bd be bf be bc bc bf bf be bc bc bd be be bc be be bd bc be bd be bd bb bc be be bd bc au be bf bc bc bc bd bf bc bc be bc bd bc bd bb bd bc bb bc bd bd bc be ba be bf bb au bc bd be bd bb bc bb bc bd bd ba bc bb bc bd bd bc bb bd bb bd be bc bb bc bc bc bc bb bc bc ba bb be bb ba bb bb bc bb bb bb bb bb bd bb bb bb bb bc bc bb bb bb bb bb bb bf au bb bd au bb bc bb bb bd bc bc bc bb bb bb au ba bc bb ba at bc bd bd au bb ba bb bd bb au as bc bc bc bc bb bb bb au bb be bb au au bb bd bf bb bb au ba bc bc ba au ba bb bc bb bc bc ba au ba be ba au ba,365,2,0,Não
244,bg bd bf bg bg bg bf bi be bf bg bf bg be bj be bg bf be bh bd bg bg bf bg bc bh be bf bi be bg bc bf bf bf bh bd bg bd bf bh bd bg bc bh bf be bg bd bg be bg bg be bf be bf bf be bh bd bg be bh bg be bh bd bi bf bf bh be bi bg bh bg bf bj be bg bg bg bh bg bi bg bg bg bg bi bf bg bg bf bg bf bi bg bh bh bg bf bf bh bh bh bg bh bh bf bh bg bg bg bh bg bf bf bg bh bg bh bg bf bf be bg bh bf bh be bf bf bh bh bf bh bf bi bf be bg bg bi bh bi bg be bh bg bi bh bg bi be bi bg bi bi bg bk bh bh bg bh bi bf bk bg bk bh bg bj bg bj bh bi bj bf bj bh bh bj bi bk bf bh bg bh bj bh bj be bh bi bg bh bd bj bf bg bi bf bh be bh,244,1,0,Não
440,bt bu bt bt bt bs bu bu bs cb bt bt bu bu bu bu bt bt bu bu ca bs bs bt bu bt ca bu bt bu bu ca bt bt bt bu bs bu bu bt bt bt bt bu bt bu bu br bu bu bt bt bt ca bu bt bu bu bt bt bu bu bu cb bt bu bu bt ca bu bt bt bs bt bt bu bt bt bs bt bu bu bt bt bt bt bu bu bt bt bt bu bu bu bu bu bt bt bu bu bu bt bs bt bu bu bu bs bt bt bt bt bs bt bs bt bu bt bu bt bt bs bt bu bt bu bu bt bu ca ca bu bu bt bu bu bt bu bt bs bt bt bt bu bt bu bq bu bu bt bs bu bt bt ca bt bt bt bt bt bu bt ca bt bt bu bu bu bu bt bu ca bs bu bu bt bt bs bt bu bt bs bt bt bs bt bt bt bs bs bt bt bt bt bt bt bs bu bu bu bt bs bu bt ca bt bs bt,440,2,0,Não
286,bt bu ca bt bt bs bt bq bt bs bt bt bs bu bu bt bs bs bs bt bt bu bs ca bt bt bs bs bs br bs bt bt bu bt bt bt bs bt bs br bs bt bu bt bt bt bt bt bs bs bs bs bt bt bt bt bt bu bs bs bt bs bs bs bt bt bt bt bt bt bt bs bs bs bt bt bs bt bt bs bs bs bs bs bs bt bt bt bs bt bt bs bs bt bs bs bt bu bt bt bt bs bs bs bu br bs bu bs bt bt bt bs bs bs bs bt bs bt bt bt cb bt bt bt bs bt bt bt ca bt bs bt bt bs bt bs bs bt bt bt bu bt bt bt bq bs bs bs bs bu bt bu bu bt bs bs bs bt bt bt bt bt bt bu bt bs bt bs bt bs bu bt bu bt bt bt bt bs bq br bt bt bt bu bt bt br bu bs bs bt bt bs bt bu bu bt bt bt bs bt bs bq bs bt bu,286,1,1,Sim
59,bg bj bi bg bh bj bj bg bh bk bj bg bi bi bl bg bj bi bk bh bi bk bj bj bi bi bj bj bj bj bj bj bi bj bj bj bj bh bj bi bk bi bj bj bi bj bj bj bi bk bj bj bi bl bk bj bh bm bk bj bi bl bl bi bk bl bl bj bi bl bm bl bi bk bl bj bj bk bl bk bi bj bl bl bj bh bl bk bk bi bl bl bj bi bk bl bk bi bl bk bk bj bl bl bk bl bk bl bk bk bl bk bl bl bk bl bk bl bk bk bl bl bl bk bl bl bl bl bj bk bk bm bj bk bk bl bk bk bl bn bj bk bk bn bl bj bm bm bm bj bl bm bm bk bl bm bm bk bl bl bn bk bk bm bm bm bk bl bm bk bk bk bn bk bk bk bm bl bk bk bn bl bk bk bl bl bk bm bl bm bk bm bl bl bm bm bl bl bl bn bl bm bl bl bl bl bl bl,59,2,0,Não
111,bp bs bn bq bp bp bs bp br bp bq bq br bs bm bp bs bo br bq bt bp bo bs bq bq bq bs bp bp bq bt bt bo bq br bq bs bo bq br bp bs bq bq bq br bq bo bs bq br br br bu br bp bp bq bq bq bs bp br br bs bu bp bq bt bp br bp bu bs br br br bq bn bt bq bn bt br bs br br ca bs bp bq bt br bq bs bq cb bs bp bu br bt bq bq bt bq bs bs bu bt bq br bp bs bq bq bt bp br bq br bs bs bp bo bs br bt br bq cc bp bp bu bu bu bp bs bs bt bt bt bt bp bs bp bo bu bs bs bq bq ca bq bp br bu bo bm ca br br bq bs cc bm bp ca bq bq bt bu br bs bt bs bt bp bu br bn bt bu bs br bs bt br bp bo bu bp bo bt bq bt br bq bu bo bq bq bq br br br br,111,0,0,Não
89,ai aj ai aj aj ai ai ai ak aj ai aj aj aj aj aj aj aj ah ai ak ak aj aj ai aj aj aj ak ak ai ah aj ak aj ai aj aj aj ak ak aj ai ai ai aj ai aj aj ai aj aj aj aj aj aj ai aj ak aj ai aj ak aj ak ak aj aj ai aj ai aj aj aj aj ak ak aj ak aj aj aj aj ak aj aj aj aj ai aj aj ak ak aj ai aj aj aj aj aj ak aj al aj ak aj aj aj ai ak ak al ak aj ai aj aj ak ak ak aj aj ak ak ak aj ai aj ak ak ak ak aj ai ai aj al ak ai aj aj al ak ak ak aj ak ak ak ak aj aj aj aj ak ak aj aj ak ak aj aj ak aj aj al aj ak aj aj aj ak ak aj ak aj ak ak aj aj aj al aj ak ak aj aj ak ak ak ak aj aj aj ak ak ak ai aj ak ak al ak aj aj ak aj al,89,2,0,Não
437,bs bt bs bt bu ca bs bq bt bt bu bs bs bt ca br bs bu bt bt bs bu bu bs br bs bt bt bs bu bs bs bs bu bs bt br bs cb bs bs br bt bs bt bs bs bs br bt bt bu br bu bt bs bs bt bu bs br bp ca bt br bs bt bt bs bu bs bt bq br bt bt bt br bt bs br bt bt bu bs bp br bu bs bs bs bs bs bs bs bt br br bs bs bs bs bs bt br bs bt bs bt bp bt bu bs br bt bs bt bt br bt br br bt bu bs bq br bt bu br bt bs ca br bs bu bt bs br bu bs bu br bs bt br bt bt bt bs br bs bt bt bt bt bt bt br bt ca bs bt bs bs bt bs bt bt br br bs bu bt br bt bu bt bt bt bu bt br bs bu bt br bt br bu bs bs bt bt bs bs ca bs bs br ca bt bs br br bt bs bs,437,2,1,Sim
6,an al am al an an am am al an am am al am am aj am an ao am aj an am an ak am an al am ak am al am an ak an ak ak ak al am ak al al am al aj an al ak ai ak an aj am am an an aj al aj an an am am al an al an am am am ai an am ak am an ao al al al am an ak an am am am ak am ak an ak ak an aj ak ak an an ak am al an al aj an al am aj al am ak al al an am aj aj ak an al am al am al ai al am an aj ai al aj ak ak am an al al aj am aj aj am al am ak aj ak an am ak an an ak ai al an am an al al am ak an am an am ak am am an ak al an al am ah al am al am al am aj aj al ak am ai al ak al ak ak an al am ak aj am ak ak aj am am,6,0,0,Não
361,bq bo bq bp br bp bo bq bp bq bq bp bo bq bq bq bo br bp bq br bp br bo bq bq bp bp br bq br bo bq bq bp br bo bs bp bq bq bq bq bq bp br bq br br bp bs bp br br bq br bq br bq bq bq bq bq bs bo bs bp br br bo bt bo br bq bp bq bq br br bp bs bp bq bp bq bs bp br bq bq bq bp bq bq bq br bp bp br bp bq bq bq br bo bq bq bp br bp bs bq bp br bp br bp bq bs bp br bp bq bt bp bt bq br br bp bs bq bs br bq bs bq bq br bq bs bq br br bp br bq br bq br bq bt bp bs br br bs bq bs bp bs bq bp bs bq bq br bp bt bo br br bp bs bo bs bp bq bs bq bs bq bq br bq br bq br bt bp br bq bs bq bq bs bs br bq bq bp bs bq bs br br br bq,361,1,0,Não
346,au au au at at au ar au at at ar at au au ba as at as at ba au as as au as au ba at as at ba au at ar as at at au ba at as as at au au at at as at at at at at as at at au at as as at ba at au as at as au au as au as at au au as aq au as ba at at at as at at au as as as as au au at as as at at at at at at as au au at ar as au as au ba at ar at au au at ar as as at au at aq as ba au at as ar ar ar as at au ar as at at bb at as ar as at at au as as at at au as as at at au at at as as as as ba as at as at at at at aq as at at at au as aq au at at as as as at at as au at ar as at at at as as at as at at at ar as as as as,346,1,0,Não
338,bu ca cb cb cb cb ca bt ca cb bu cb cb ca cb cc cb bu ca ca cb cc cb cb bu bt ca cc cb ca ca bt bu ca cc cb cb ca bt cc ca ca ca ca bu cc cc cb cb ca ca cb cb cd cc cb ca ca cc cb cb cc cb cc cb cc cb cb cd cd cd ca cb bu ca cb cd cb ca cb ca ca ca cb bu ca cb cb cb ca ca ca bu cb cc cb ca bu cb cb cb cb cc cb bu cb cb cb ca cb cb cb cc ca ca bu ca ca cb cb ca ca bt ca ca cb cc cc ca ca cd cc cb cc ca cb cd ca cc cc ca cb cd cd cc cd cb cb ca cb cc ce cb bu cb ca ca cb cb ca cc cc bu cc cc cb cc cb cb cb cc ca cb cc ca cd cd ca cc cc cb cb cc cb cb cd cb cd ca bu ca cc cb cb cd ca ca cb ca cb cc cb bu cb cb ca cb cc,338,2,0,Não
158,ai ah al aj aj aj aj aj ai aj ak aj ak ak al aj aj al aj ak aj al ak aj al ak ak ak ak am aj aj ak ai ak aj al aj aj ak ak ak aj aj aj ai aj aj ak ak aj ak aj ak aj ak ak aj ak aj ak aj ak al aj ak aj aj aj ai aj aj aj aj ak ak aj ak aj aj ak ai al ai aj ak ak ak ak aj ak aj ak ak ak ak ak al aj al ak al ak aj al aj ak ak aj al aj aj al aj al ai al aj aj al aj ak aj ak ak aj al aj aj ak ai al aj ak ak aj ak ah ak aj ai ak ai ak ai ak aj aj ak aj ak aj ai ak ai ak ak ak ak aj al aj ak ak aj ak aj ak ak ak al aj al al aj aj aj ak ak al ak ak ak al al ak ak ak aj ak ak ak al aj al ak al ak aj al ak ak ak al al ak am ak,158,2,0,Não
150,bn bm bn bm bl bn bn bn bm bn bm bm bo bm bo bn bn bn bn bn bn bo bm bn bn bm bn bm bn bm bn bm bm bp bm bn bo bm bn bn bn bm bn bn bm bp bn bn bn bl bm bn bo bm bn bn bl bn bn bn bn bn bn bk bm bn bm bp bl bm bn bn bm bm bm bi bm bn bm bo bm bm bm bm bn bn bm bi bm bn bn bo bn bm bn bo bm bm bm bl bo bn bn bm bn bn bm bp bn bn bm bn bo bn bm bn bm bn bn bn bn bn bm bn bo bn bn bm bm bm bm bm bm bn bk bl bn bm bm bn bm bm bm bm bn bn bl bk bm bm bn bm bn bl bm bn bm bo bk bj bn bl bm bm bm bi bm bn bl bn bk bj bk bm bn bn bo bl bm bn bk bm bl bm bn bn bn bl bo bm bn bn bl bn bk bm bn bm bn bl bo bl bm bn bn bn bl bm,150,0,0,Não
177,au bb au ba as au as as bc ar at as as at at au ar as as aq as ar ar at as au as ar aq ar au as as au ar ar as at as au at as at as ar at as bb au as as as bb as ba ba at ba au au at ba bb at bd au at at at bd au bb at au bb at bc at au bb au bb as ba as at bc as ba as au as ar au ar ba at as ba ap as as at au ar as ao at at ar au ar at aq ar as ap au ar au at ap ar ap at au au au aq at ar as bc au ba at au at as ba au bb bc as at as ba bb ba bb as au as as bc au ba bb au au ar au as ba bb at au aq at au au ba as at ar aq at aq ba at at as ap as ap ba as ar at ao ap ap at at ar au an ar ap ao at ap au aq ar ar aq bc,177,0,0,Não
394,as ba at as at at at as at au as as as at au as at at ar at au as as as at at as as au at ar bb au as as as as at as at au ar as at au at at aq at at as as au at ar as ba ba ar ar au au aq ar bb ba ar as bb au as as bb at ar as bb au aq au bb au aq as au au ap as au as ar au ba at at as au as ar at au as as at au au at at at au as au at at au as at ba au ar at au au at at ar au as at au au ar ar au at ar as au at aq as bc au ar at au at at au ar at at au au as at ba au as au au at at au au au at au au as au ba at aq au au au at at at as at au au as at at at as bb au at as au ba au au as at at au au au at ba at at at,394,1,0,Não
184,ce ca cc cd cb cd cc ce cd ca cc cb ce cf ce cd cd ce cc cg cd cd cb ca ch cc ca cc cd ce bt cb ce bt cd cb cd ca ca cg bu ca cf cd bs ca cf cd cb cc cg cf cb cg cg cc cb ce cj ca cd cd cd cg cc cc bu bu ce cd cc cc cc ca bu cf ce bt br ca cd ce cg cb cd cb cf cg ca ce cf cd ce ce ci cc bu cg cg cd bu cd cf cc ce cc cd bu bu cc cd bu br cc cd ce cb bs cf cd cc cd ca cf ce cd cd cd cf cb cd ch ce ce cb cc cf cf cd ce cb ca cc cc cc cb bs cb cc cc cb bs cc cb cd bu bu cf ca cb cd cf cf bt bu cf ce cd cc ce cb cf ch ce ca bu cf ca cd cb cc cc bs ce cd bt ca bu cc ca bt cf ca bu ca ce ca bs cb cb cd cc cc ca cc ch cf cb,184,1,0,Não
450,bs bs bq bp bt bq bn bp br br bp bp bq bs bs bp bq br bp bq bo bq bt bq bp bq bs bq bo bp bs br bm bq bs bp bq br bq bp bo bp bp bs bq bq bp bp br bq bn bp br bq bn bq bs br bp bp br bq bo bp bq bs bn bo br bs br bn bo br bp bp bp br bq bo bp br br bo bo bq br bp bo bs bs bp bp bq bp bq bq bn bq br bp bq bq bq bq bn bo br br bn bn br bs br bo bq bq bo bq br bq bp bp bp bs bt bp bo bo bq bq bo bq br bq bo bo br bp bn bp bq br bo bp br br bp bq bp bo bq bo bn br br bq bo bo bq br bo bo br bq bm bq bu br bm bm bp bq bo bo bq bo bo bo bp bq bp bn bn bp bq bp bo bp br bq bm bp bq bp bo bn br br bn bp br bq bn bp bo bo bp,450,0,0,Não
10,as ap ao ap ap aq ap ar aq as ar ar at ap ap aq ar aq as ar ao as aq ap ap ap aq as ar aq aq ar ar ba ar ao ao aq ar aq as aq ar ap ap ar ap aq ao ap ao as ba aq ar ap ao aq as ar ao aq ao ar at aq ar ap ap ap ar ar ap as ar as as aq aq ao ar ap ap ao aq as ap aq an ar ap ar aq ao aq aq ar ar ao aq aq aq ao ap aq ao ar aq ar aq ap ap ap ap ao ar ap ar at ap ap an as ar ar ap an ap ap ar as ao an ao ar an aq aq ap aq aq ap aq ar ap an an ao as ar an an ao ar ao ar ao ao aq aq as aq ap ap ap ap ap aq an an aq aq aq ao ap ao aq ap ao ao ap aq ar ao an an aq am ap ap an an ap ap ap aq aq ar ao an ar ap ar aq ao an ap at,10,1,0,Não
381,ai aj al aj aj ak al ak ai ai ai ak aj aj ag ai am am ak ai ah al an aj ah ai ai al an al ag af ai ak al al ag ai ak al am ai ah ah ak aj aj ak aj ak ak ai ag an am ak aj ai ai am an aj ah ah ai am am aj aj aj am ak ak ah af ak ak am aj ai ai an am ak ah ah ak al am ai ah ai al an al ai ai ai ak am ak ak ak ak ai ak aj am ak ah ai ak an an ak ag ah ak am am ai ag ah ak al am al ag ai am aj al aj ag ai am aj ai aj ai ai am ak aj am am aj al aj ah an aj ai aj al am al ak ah ak am an aj ai ah am am am aj ah ai ak al aj ai ah al am an aj ai ah aj am al al ak al aj am ak ai ak ai ai ak aj ak am ak ah ak an am ak ag ag aj,381,0,0,Não
103,bl bl bm bk bl bm bl bm bm bm bl bl bk bl bn bm bm bl bl bn bl bk bk bl bk bj bk bm bm bl bm bi bj bm bl bj bk bk bm bn bk bm bm bk bk bm bk bm bn bk bm bl bk bm bm bj bk bl bk bm bm bm bk bk bk bl bk bl bm bk bk bl bn bm bk bj bk bj bl bm bk bm bm bl bm bm bm bn bj bi bm bm bl bn bl bi bl bj bk bm bl bk bk bk bl bm bl bj bi bk bm bl bm bl bk bl bm bm bn bl bj bk bl bn bm bl bk bl bk bl bm bj bk bl bj bm bn bk bl bl bj bk bl bk bk bm bk bl bl bl bk bj bk bl bl bl bm bm bn bm bk bm bk bm bn bl bl bm bl bk bm bl bl bk bh bk bn bk bl bk bj bk bl bl bk bl bi bk bl bm bn bk bj bj bl bn bm bl bj bj bm bn bk bl bk bj bk bl,103,1,0,Não
81,br bs bq bs br bp br bp bp bq bs bq bq bq bp bq br bq bq bq bo br br bs br bq bp bp bs br br bq bp bq bs br br bs bp bp bq br bs bu bq bo bq br bq bq bq bo br bq br bs br bp bq bq bq bs bq bp bq br bs bq bq bp bq bq bq br br bp br bs bq br bq bp br br bp bq bq bq bs br bq bp bq bp br bs br bq bq bq br bs bq bo bp bq br br br bq br bq bq br bq bq bp bo bq bt bq bp bp bp bp br bp bp bp bo bp br bs bq bp bo bp br bs br bo bp bn br bs bp bp bn bo br bs bq br bq bq bq bq bp bq bq bp bq bq bp bq bq bp br bp bo bp bq bs br br bn bp bq bq bq bp bp bp bq bq bs br bp bo bp bp br bs bp bp bp bp bq br bo bo bo bp bq br br bp br,81,0,0,Não
38,bm bm bl bl bm bm bn bm bl bl bl bm bm bm bl bl bn bm bm bm bm bm bl bm bm bm bm bl bn bm bl bm bm bm bl bm bl bl bn bm bl bm bl bm bl bm bl bm bm bl bl bm bk bm bm bk bl bn bl bk bm bm bl bm bm bl bm bm bm bl bl bm bn bl bl bm bl bl bn bl bk bm bm bj bj bn bl bl bl bl bm bm bl bl bm bm bm bm bl bm bm bl bl bm bm bm bl bl bm bm bl bl bm bm bk bl bm bm bm bl bk bk bm bm bl bm bl bl bl bl bl bl bm bl bl bm bl bn bl bk bm bm bm bl bm bl bl bk bl bm bm bk bl bl bl bm bl bl bk bm bk bm bm bl bl bl bm bn bl bl bm bm bm bm bl bl bl bl bl bl bl bl bk bj bm bm bk bl bm bl bl bl bm bl bl bl bl bl bl bm bk bl bm bl bl bl bm bl,38,2,0,Não
314,cd cc ce ce cf cg ce cc cc ce cf cg cd cc ce cf cf cg cf cc cf cg ce cd cd cf cf ce ce ce ce cd ce cg cd cb cd ce cf cf cd cc ce cd cf cg ce cc cd ce cf cg cc cc ce ce cf cf cd cd cg cf cd cd cd cd cd ce cf ce cd ce cf cf ce ce cd cd ce ce cf cd cd ce cf cd cc cc cf cf ce cd cb cd ce cf cf cd cb cd cf ce cf cd cb cc ce ce ce cd ce ce cf cf ce cd cc ce cf ce cc cc ce cf cg cd cc cc cd cf cf cc cb cc cd cf cf cc ca cc ce cf cf cc cc cd ce ce cf cc cb ce cf ce cd cd cc cf cf ce cd cc cc cd cf ce cd cd cd cd ce cd cd cd cd ce cd cc ce cf ce ce cd cb cc ce cf ce cd ca cc ce ce cd cd cd cd ce cf ce cb cd ce ce ce cd cd cd,314,2,0,Não
167,bo bp bp br bp bp bq bq bp bp br bp bp bq bq br bp bp bp bp bq bp bp bq bq bq bq bq br bp bp bp br bq bo bq bq bq bq bq br bq bp bp bq br bp bq bp bq br bq br bq br bq bp br bq br bp bq br bq br bq bs bq bp bq br br bq bq bq br bq bp bq bq br bp bp bq bq br bp bq bs bq bq bq br bq bq br br br br br br br bq br bq br br br br br bs bp bp bs br br bp bq br bq br bq bs bq bp br bq br bp bq br bq br bp bs br bq br bq br bq bq bq br bs bp br br bs br bq br bs br bq br br br br bq bq br br bq bq br bq bp bq bs bs bq bq br bs br bq br br bq bq br bs br bq br br bt br br bs br br bs br bs br br br bt bs bp bs bs bt br bq bs,167,2,0,Não
470,bp bp bn bn bn bq bm bp bo bo bn bo bq bp bq bm bo bn bp bp bo bm bn bq bp bo bp bo bm bs bn bo bo bn bn bp bp bn br bo bn bo bp bn bn bm bo bp bn bp bo bo bp br bn bo bo bn bo bp bo bm bq bo bp bp bo bo bm bn bn bq bp bo bn bp bn br bp bo bn bn bo bo bp bn bp bn bo bo bo bp bq bm bn bp bp bo bn bn bn bs bp bo bo bo bn bo bq bn bn bp bo bo bo bp bq bp bn bo bo bo bo bo bl bo bp bn bn bo bo bo bp bm bo bo bn bp bo bn bo bq bn bn bo bo bn bn bm bp bp bn bn bn bn bo br bm bn bn bo bo bo bo bo bn bm bp bp bn bn bo bm bo bq bo bn bm bo bp bq bn bo bn bn bp bp bn bn bp bo bo bo bp bo bq bm bo bp bo bo bn bn bm br bo bn bn,470,2,0,Não
296,au au au au au au at au au as at ba au au au au au au at au at au au au au at au au at at at au at au ba at ba at at au au at at as au au at at au au at at at au at at at at at au at at at at at at at ba as au at at at at au as at au at au at au at at at at at at at at at at ba at at at at at at at au as at at at at at at au as au at at at at at at au as at at at at as at au ar at at at at as at au at as at at at at at as au au at at at at at as au at at at at at at at au as at at at at at at at at as at at as as at at au as at as as at at at ao as as at as as as as at as at as at as as ar au as ar as at at at as as,296,2,1,Sim
475,au bd bc as ba as bb ba au bc ba ba ar au bd as ba au bc at ar bd au bc as bb au as bd at bb au bb ba ar bb bb bc au at bc at ba au bc bd as bb as bb bb bb bc as bd au bb ba ba bd at ba ba bc bb at bc bc bb at au bd ba bc au ba ba at bc ba bd ba ba ba at bd ba ba au bb bd at bb bb bc au as bc ba ba ba ba bb as bb au bb bb au bb at bd ba ba ba ba bc au ba au bc bc au bc bc ba au ba be bb bb au ba bb bb be au bb ba bb bc au bf bb bb au bb bc at bd bc bb ba ba bd bb bb bd ba bb au be ba bb bc bb bd at bd bb bc ba au be at ba bb bd bc au bc au au bc bd bd at bb bc au bb bb bg at bb bc bb bc at bg bb ba ba bb bd au bd bc,475,1,0,Não
198,ai ak al ai ai aj al ai aj al al ai ah aj am am aj ai aj al aj aj al ak ai ai ak al ak ai ai al ak ah ai ak ak ai ai ak ak aj ai aj ak aj ai ai al al aj aj ak aj ak aj al ak ak ai ak am ak aj ai aj al ak aj ak aj aj aj ak aj aj ai aj aj ak ai ak ak al aj ak ak aj ak al aj ak aj aj am al ak ah aj aj am al ak aj ai aj am ak ai ai ak aj aj al aj ak aj al aj aj ak aj ak am aj ai aj am am ak ai ak ak aj ak am al ai aj ak al aj aj aj ak ak ak aj al aj aj aj ak ak ak aj am an aj ah al al al al aj al al ak ak am al aj ai ak am ak ai ak ak ak al ak ak aj aj ak al al aj ah al am ak ak ak aj ak ak al am ak ah al am ak al ak ak,198,0,0,Não
297,al al am an an an an an al al an am an am ak am an am an am al aj an am an an al al ap ao am am al am an an al ap an ak am an am am al ai am an al am am an an al ak am am am am an al an am an am an aj al ao an am am an al am am am ao ak aj am am an am al al an aj al an am al aj al am ao al aj am am an ao an am an al am an an aj am an am an an al am am aj am an al ak ak an am an ai am am al am am am am am al am an am ak am an an an al am ao an al am ak am an am an an ak aj am am am al ai al an am am am al ak al am am an aj ak am an am an al al am al am am an al ak am am an aj ai am am am am am ak am am an an am aj ak,297,0,0,Não
417,am ao an ap ao am aq an ap an an ap am aq an ao an an ap am ap an an ar am ap am ap an an aq an ap an ao ap an ap am an an ao ap an ap an ao ap an ao an aq an am am am aq am ao am an an ao ap an am am an ao am an an an ao an ao am an an am aq am am al an ao ao an am an am an ao am am am ao am an ao an ap an am ao an ao am ao am an ao an ap am an am am ap am ao am an ap am ap al an ao an ap am an an ap ap am an am an an am ao an ao an ao ao am ap al ao am an an am an am aq an an an am ao am am an am ao an ao am an ap am ao an ao an am ao am ao am ao ao an ao an an ao ao ao am ao am an ap am ao an ap ao ao an am ap am,417,0,0,Não
146,bh bc bd bc bd bf be bg bd be bc bd bf be bf bd be be bb bd be bi bf bc bd bd be be bf bg bc bd bb bg be be bf bc bd bb bd bd bf bh bd bc ba bc be bd bf bc bc ba bc bg be be bc bd bb ba bg be bg bc be bc ba bg bg bg bb bc be bb be bf be be bc bf bb bf bf bg bf bb be bb be bf bf bg bb be bc bg be be bg bd bd bb be bg be bg bd bd bd be bh bc bf bc bd bd bd bh bb bd bf bf bd au be be bf bd bb bc bc be be bd be bb bd bb be be bd bd bb bf bc be bf bf bf ba bc be bg bf bc be bc be bf bf bf bc bd bd bf bg bc be bc bf bf be bd bc bh be bd bd be bf bc bf bf bd bd be bh bd bd be bd bf bd bf bd be bg bd be ba bf be be be bb bc,146,2,0,Não
393,ao ar aq ao ap ar aq ap ap aq ap ao aq aq aq ao ap aq ap ao aq ap ao ao aq aq ao ao ar aq an ar aq ao an ap aq ap an ap aq ap ao ap ar ap ap an aq aq ap ap ar aq ao ap aq ar ao ao aq ar am an as ar ao ao as aq ap ao as ar an ao as ar ao ap as ar an ao aq ar am ao ar ap an ap ar ap ap an ar aq an ao ar ao ap ap ar ar ap ap aq aq ao aq aq aq aq ap aq ar ar ap ap aq aq ap ap ao aq ao ap aq aq ap ao ar aq ao ao aq aq an ao as ar ao ap aq aq ap ar ao aq ap aq ar ap aq aq aq ao ar ar ap ap aq aq aq ap ar ar ao ap ar aq an aq aq aq ao ap aq ao ao ap aq ap ap ap ap ao aq aq ap ap ap aq aq aq ap aq ap ap aq aq aq aq ao ap ap,393,0,0,Não
147,bd bc bc bb bc bd bb bc bc bb bc ba be bd bb ba bc bb au bb ba bb bc au bc ba au ba au bd bb ba au bb bd bb bb bb bc bc au bd bd bc bd bc bd bd bf ba bb bc bb bc bb bf bd au bb bb bc ba ba bc ba bc ba bd bd au bc au bd bc au bb bc bf bd bc bd be be ba bd bf bd bd bd bf bd bd bc bb be bc bb bb bd bc ba bd bb bd bc au bd bc ba bb be bg bd bd bc bd be bc bg be be bg bd be bd be bd bd bf bd bd bd be be bb be bd bd bd ba be bb bc bd bd be bc be ba bd bg bc be bd bg bf bd bf bf bf bd bf bf bd bg bd bg bf bf bf bc bf bd bd bd bd bf bd bf be be bd au be bd be bf bd bf bd be be bf bg bd bf bg bh bg bd bh bf bg bg bd be be be,147,0,0,Não
448,af ah af af ag ag ah ae af ah ag ah ad ah ah ag ag af ai af af ag ag aj ae af ag ah ah ae ai ag ag af af aj ah ag ae ah ai ag ah ah ai ag af ag ah ai ae ag ai ah ah ae ai ai ah ag ag aj af ag ag ai aj ae ah ag ai ah af ai ah ah af ag ai ag ag ae ai ak af ag ah ai ag ag ai ai ai af ah aj aj ag ag ai ag ai ah ag aj ag ah ag ak ai ae ah ai aj ah af aj ah ai af aj aj ag ag ag ak ai ah ah ah aj ah ah ah aj ai ae ai aj ai ag ag aj ag ah ag ah ai ag ah ag aj ah ag ai ag aj ah ag ah ah aj af ah aj ag ah ah ak ag ag ai ah aj ag ah ai ai ai ag ai ah ai ah ag ai ai ai af aj aj ag ag ah al ag ag ai ah aj ag ah aj ah ai ag ai ai,448,1,0,Não
287,at au au as as as as aq at at au au at au au at as as as at at au at ba au au as at as as at at au au at au at as at as as at au au at at at at at as at as at au at at at at at as as au at as as au au at at as at at as as at au at at at at au as as at as at au at au at au at as at au as as ba ba au au as at at at ba ar at au at at au at as as as at au at au au at bb at as at at at au at ba au at au au as at at at at at au au at at au ar au ar at at at at au at at as at as at at at at at at au at at as as at as ba at au at at at at as aq as at au at au at at as at as ar at at at au au au au at as as at at ar at ba au,287,2,1,Sim
123,bn bn bo bo bp bn bo bo bo bo bo bn bp bn bn bp bo bo bo bo bo bp bp bn bn bo bo bo bn bp bo bo bo bo bo bo bo bo bo bp bo bo bp bp bn bo bq bo bp bo bp bo bo bo bo bo bo bo bp bo bp bp bn bp bo bp bo bo bp bo bo bq bo bp bo bp bo bo bo bo bp bp bp bp bo bp bo bo bq bo bo bo bp bp bo bo bo bp bp bo bo bo bo bq bn bp bp bo bo bp bp bp bn bo bp bp bp bp bp bo bq bq bo bp bp bo bp bp bq bo bp bp bp bp bo bp bq bn bp bp bp bp bo bp bp bp bp bp bp bp bp bq bo bq bo bp bp bp bp bp bq bp bo bp bp bp bp bp bp bp bq bp bq bp bo bo bq bq bp bp bp bp bq bq bp bo bp bp bo bq bp bq bp bp bp bq bq bp bp bp bp bq bp bp bp bq bp bp,123,0,0,Não
